cod articolo,differenza,data partenza,data fine
13007ZN/F-14500,4.0075139691816215,2021-11-25,2021-11-29 00:10:49.206937290
13007ZN/F-14500,3.8942954625333623,2021-07-10,2021-07-13 21:27:47.127962885
13007ZN/F-14500,5.6040168997686655,2021-04-01,2021-04-06 14:29:47.060140015
13007ZN/F-14500,3.2815514412426987,2021-01-24,2021-01-27 06:45:26.044523369
13007ZN/F-14500,4.840798344914282,2021-03-05,2021-03-09 20:10:44.977000595
13007ZN/F-14500,3.8075151319947835,2021-07-01,2021-07-04 19:22:49.307404350
13007ZN/F-14500,4.239663804831353,2021-01-01,2021-01-05 05:45:06.952737432
13007ZN/F-14500,3.7116907010600912,2021-07-20,2021-07-23 17:04:50.076571592
13007ZN/F-14500,5.364860837321342,2021-10-09,2021-10-14 08:45:23.976344560
13007ZN/F-14500,5.799163486971843,2021-04-11,2021-04-16 19:10:47.725274363
13007ZN/F-14500,4.562936381611398,2021-05-29,2021-06-02 13:30:37.703371224
13007ZN/F-14500,4.881302198354287,2021-03-05,2021-03-09 21:09:04.509937811
13007ZN/F-14500,5.798527059070324,2021-01-15,2021-01-20 19:09:52.737903673
13007ZN/F-14500,6.182375712980867,2021-10-30,2021-11-05 04:22:37.261601549
13007ZN/F-14500,6.089178383981396,2021-01-28,2021-02-03 02:08:25.012375992
13007ZN/F-14500,6.155811767006416,2021-07-10,2021-07-16 03:44:22.136669352
13007ZN/F-14500,5.878880506992374,2021-12-23,2021-12-28 21:05:35.275804143
13007ZN/F-14500,4.5434971717640655,2021-04-21,2021-04-25 13:02:38.155640418
13007ZN/F-14500,3.6925689194171625,2021-01-09,2021-01-12 16:37:17.954637646
13007ZN/F-14500,4.305175969506646,2021-04-03,2021-04-07 07:19:27.203765370
13007ZN/F-14500,5.4327208929698765,2021-02-27,2021-03-04 10:23:07.085152599
13007ZN/F-14500,5.653127341047395,2021-03-17,2021-03-22 15:40:30.202266495
13007ZN/F-14500,4.490640851665882,2021-12-19,2021-12-23 11:46:31.369583933
13007ZN/F-14500,5.605069616461296,2021-10-06,2021-10-11 14:31:18.014862256
13007ZN/F-14500,4.422449826134406,2021-06-10,2021-06-14 10:08:19.664978012
13007ZN/F-14500,6.434422471639944,2021-08-17,2021-08-23 10:25:34.101549687
13007ZN/F-14500,4.787588914611885,2021-02-22,2021-02-26 18:54:07.682222468
13007ZN/F-14500,5.345980420494962,2021-06-29,2021-07-04 08:18:12.708330768
13007ZN/F-14500,3.3154783768630502,2021-08-23,2021-08-26 07:34:17.331760971
13007ZN/F-14500,5.285897478750447,2021-09-29,2021-10-04 06:51:41.542164034
13007ZN/F-14500,6.597609647997422,2021-05-17,2021-05-23 14:20:33.473586975
13007ZN/F-14500,5.552843673383831,2021-01-04,2021-01-09 13:16:05.693380360
13007ZN/F-14500,4.689992550719935,2021-02-02,2021-02-06 16:33:35.356382199
13007ZN/F-14500,5.219042786352099,2021-01-07,2021-01-12 05:15:25.296740821
13007ZN/F-14500,4.669538851898325,2021-06-09,2021-06-13 16:04:08.156804013
13007ZN/F-14500,4.591019803166427,2021-02-01,2021-02-05 14:11:04.110993576
13007ZN/F-14500,5.780931588467398,2021-05-21,2021-05-26 18:44:32.489243583
13007ZN/F-14500,6.820730365943375,2021-10-25,2021-10-31 19:41:51.103617509
13007ZN/F-14500,4.874858694093713,2021-01-11,2021-01-15 20:59:47.791169695
13007ZN/F-14500,4.840610311810439,2021-02-22,2021-02-26 20:10:28.730940418
13007ZN/F-14500,4.508336017513267,2021-06-10,2021-06-14 12:12:00.231913149
13007ZN/F-14500,4.241443911927163,2021-11-30,2021-12-04 05:47:40.753990510
13007ZN/F-14500,6.542461682074622,2021-05-04,2021-05-10 13:01:08.689331245
13007ZN/F-14500,3.88456162625001,2021-07-11,2021-07-14 21:13:46.124508000
13007ZN/F-14500,5.035160559256186,2021-07-07,2021-07-12 00:50:37.872319735
13007ZN/F-14500,5.064617249053013,2021-06-21,2021-06-26 01:33:02.930318179
13007ZN/F-14500,5.095964443425646,2021-08-14,2021-08-19 02:18:11.327911971
13007ZN/F-14500,5.060862458910217,2021-04-10,2021-04-15 01:27:38.516449841
13007ZN/F-14500,6.404164404137081,2021-09-05,2021-09-11 09:41:59.804517445
13007ZN/F-14500,3.799205793503011,2021-09-16,2021-09-19 19:10:51.380558659
13007ZN/F-14500,4.200820016830244,2021-05-02,2021-05-06 04:49:10.849454129
13007ZN/F-14500,5.87383263737285,2021-02-07,2021-02-12 20:58:19.139869009
13007ZN/F-14500,4.041783518257356,2021-08-04,2021-08-08 01:00:10.095977439
13007ZN/F-14500,3.801710904240422,2021-01-26,2021-01-29 19:14:27.822126370
15611DN,3.0,2021-08-13,2021-08-16 00:00:00.000000000
15611DN,3.0,2021-05-19,2021-05-22 00:00:00.000000000
15611DN,3.0,2021-11-06,2021-11-09 00:00:00.000000000
15611DN,3.0,2021-12-13,2021-12-16 00:00:00.000000000
15611DN,3.0,2021-10-29,2021-11-01 00:00:00.000000000
15611DN,3.0,2021-03-25,2021-03-28 00:00:00.000000000
15611DN,3.0,2021-07-23,2021-07-26 00:00:00.000000000
15611DN,3.0,2021-06-17,2021-06-20 00:00:00.000000000
15611DN,3.0,2021-02-11,2021-02-14 00:00:00.000000000
15611DN,3.0,2021-01-21,2021-01-24 00:00:00.000000000
15611DN,3.0,2021-10-27,2021-10-30 00:00:00.000000000
15611DN,3.0,2021-07-21,2021-07-24 00:00:00.000000000
15611DN,3.0,2021-04-12,2021-04-15 00:00:00.000000000
15611DN,3.0,2021-06-05,2021-06-08 00:00:00.000000000
15611DN,3.0,2021-07-02,2021-07-05 00:00:00.000000000
15611DN,3.0,2021-09-16,2021-09-19 00:00:00.000000000
15611DN,3.0,2021-03-14,2021-03-17 00:00:00.000000000
15611DN,3.0,2021-08-29,2021-09-01 00:00:00.000000000
15611DN,3.0,2021-09-14,2021-09-17 00:00:00.000000000
15611DN,3.0,2021-05-01,2021-05-04 00:00:00.000000000
15611DN,3.0,2021-06-21,2021-06-24 00:00:00.000000000
15611DN,3.0,2021-11-27,2021-11-30 00:00:00.000000000
15611DN,3.0,2021-01-28,2021-01-31 00:00:00.000000000
15611DN,3.0,2021-01-15,2021-01-18 00:00:00.000000000
15611DN,3.0,2021-06-28,2021-07-01 00:00:00.000000000
15611DN,3.0,2021-01-09,2021-01-12 00:00:00.000000000
15611DN,3.0,2021-08-02,2021-08-05 00:00:00.000000000
15611DN,3.0,2021-10-16,2021-10-19 00:00:00.000000000
15611DN,3.0,2021-01-10,2021-01-13 00:00:00.000000000
15611DN,3.0,2021-05-15,2021-05-18 00:00:00.000000000
15611DN,3.0,2021-12-11,2021-12-14 00:00:00.000000000
15611DN,3.0,2021-12-22,2021-12-25 00:00:00.000000000
15611DN,3.0,2021-01-31,2021-02-03 00:00:00.000000000
15611DN,3.0,2021-06-18,2021-06-21 00:00:00.000000000
15611DN,3.0,2021-03-21,2021-03-24 00:00:00.000000000
15611DN,3.0,2021-01-24,2021-01-27 00:00:00.000000000
15611DN,3.0,2021-06-25,2021-06-28 00:00:00.000000000
15611DN,3.0,2021-03-12,2021-03-15 00:00:00.000000000
15611DN,3.0,2021-11-21,2021-11-24 00:00:00.000000000
15611DN,3.0,2021-04-03,2021-04-06 00:00:00.000000000
15611DN,3.0,2021-02-05,2021-02-08 00:00:00.000000000
15611DN,3.0,2021-04-12,2021-04-15 00:00:00.000000000
15611DN,3.0,2021-10-06,2021-10-09 00:00:00.000000000
15611DN,3.0,2021-06-23,2021-06-26 00:00:00.000000000
15611DN,3.0,2021-05-05,2021-05-08 00:00:00.000000000
15611DN,3.0,2021-07-30,2021-08-02 00:00:00.000000000
15611DN,3.0,2021-11-25,2021-11-28 00:00:00.000000000
15611DN,3.0,2021-04-17,2021-04-20 00:00:00.000000000
15611DN,3.0,2021-08-12,2021-08-15 00:00:00.000000000
15611DN,3.0,2021-08-02,2021-08-05 00:00:00.000000000
15611DN,3.0,2021-07-27,2021-07-30 00:00:00.000000000
15611DN,3.0,2021-03-12,2021-03-15 00:00:00.000000000
15611DN,3.0,2021-10-21,2021-10-24 00:00:00.000000000
15611DN,3.0,2021-08-23,2021-08-26 00:00:00.000000000
15611DN,3.0,2021-12-17,2021-12-20 00:00:00.000000000
15611DN,3.0,2021-04-18,2021-04-21 00:00:00.000000000
15611DN,3.0,2021-12-12,2021-12-15 00:00:00.000000000
15611DN,3.0,2021-03-07,2021-03-10 00:00:00.000000000
15611DN,3.0,2021-10-18,2021-10-21 00:00:00.000000000
15611DN,3.0,2021-05-07,2021-05-10 00:00:00.000000000
15611DN,3.0,2021-10-28,2021-10-31 00:00:00.000000000
15611DN,3.0,2021-08-13,2021-08-16 00:00:00.000000000
15611DN,3.0,2021-04-25,2021-04-28 00:00:00.000000000
15611DN,3.0,2021-07-11,2021-07-14 00:00:00.000000000
15611DN,3.0,2021-06-09,2021-06-12 00:00:00.000000000
15611DN,3.0,2021-12-30,2022-01-02 00:00:00.000000000
15611DN,3.0,2021-07-13,2021-07-16 00:00:00.000000000
15611DN,3.0,2021-07-02,2021-07-05 00:00:00.000000000
15611DN,3.0,2021-12-20,2021-12-23 00:00:00.000000000
15611DN,3.0,2021-02-17,2021-02-20 00:00:00.000000000
15611DN,3.0,2021-04-03,2021-04-06 00:00:00.000000000
15611DN,3.0,2021-08-25,2021-08-28 00:00:00.000000000
15611DN,3.0,2021-05-08,2021-05-11 00:00:00.000000000
15611DN,3.0,2021-12-04,2021-12-07 00:00:00.000000000
15611DN,3.0,2021-03-10,2021-03-13 00:00:00.000000000
15611DN,3.0,2021-09-30,2021-10-03 00:00:00.000000000
15611DN,3.0,2021-02-20,2021-02-23 00:00:00.000000000
15611DN,3.0,2021-06-05,2021-06-08 00:00:00.000000000
15611DN,3.0,2021-12-04,2021-12-07 00:00:00.000000000
15611DN,3.0,2021-08-15,2021-08-18 00:00:00.000000000
15611DN,3.0,2021-02-17,2021-02-20 00:00:00.000000000
15611DN,3.0,2021-10-23,2021-10-26 00:00:00.000000000
15611DN,3.0,2021-04-29,2021-05-02 00:00:00.000000000
15611DN,3.0,2021-02-06,2021-02-09 00:00:00.000000000
15611DN,3.0,2021-10-08,2021-10-11 00:00:00.000000000
15611DN,3.0,2021-12-02,2021-12-05 00:00:00.000000000
15611DN,3.0,2021-08-15,2021-08-18 00:00:00.000000000
15611DN,3.0,2021-02-15,2021-02-18 00:00:00.000000000
15611DN,3.0,2021-12-04,2021-12-07 00:00:00.000000000
15611DN,3.0,2021-07-16,2021-07-19 00:00:00.000000000
15611DN,3.0,2021-06-29,2021-07-02 00:00:00.000000000
15611DN,3.0,2021-12-31,2022-01-03 00:00:00.000000000
15611DN,3.0,2021-08-26,2021-08-29 00:00:00.000000000
15611DN,3.0,2021-06-05,2021-06-08 00:00:00.000000000
15611DN,3.0,2021-01-11,2021-01-14 00:00:00.000000000
15611DN,3.0,2021-01-11,2021-01-14 00:00:00.000000000
15611DN,3.0,2021-08-10,2021-08-13 00:00:00.000000000
15611DN,3.0,2021-05-27,2021-05-30 00:00:00.000000000
15611DN,3.0,2021-04-06,2021-04-09 00:00:00.000000000
15611DN,3.0,2021-09-05,2021-09-08 00:00:00.000000000
1724S+ZN 2cicli,3.703551919212939,2021-07-01,2021-07-04 16:53:06.885819994
1724S+ZN 2cicli,4.555827888230059,2021-01-11,2021-01-15 13:20:23.529543080
1724S+ZN 2cicli,1.619777024610188,2021-02-02,2021-02-03 14:52:28.734926321
1724S+ZN 2cicli,20.431232611696462,2021-06-23,2021-07-13 10:20:58.497650577
1724S+ZN 2cicli,8.109719650808866,2021-02-27,2021-03-07 02:37:59.777829888
1724S+ZN 2cicli,13.468133294017496,2021-01-20,2021-02-02 11:14:06.716603112
1724S+ZN 2cicli,10.878450084891757,2021-06-15,2021-06-25 21:04:58.087334651
1724S+ZN 2cicli,23.179115747805394,2021-09-11,2021-10-04 04:17:55.600610386
1724S+ZN 2cicli,15.814930781455237,2021-11-18,2021-12-03 19:33:30.019517729
1724S+ZN 2cicli,11.520617606126638,2021-10-08,2021-10-19 12:29:41.361169338
1724S+ZN 2cicli,17.441318078450298,2021-02-20,2021-03-09 10:35:29.881978105
1724S+ZN 2cicli,16.30423217302082,2021-09-20,2021-10-06 07:18:05.659748997
1724S+ZN 2cicli,13.884058680002843,2021-08-19,2021-09-01 21:13:02.669952241
1724S+ZN 2cicli,2.0672856691837898,2021-09-19,2021-09-21 01:36:53.481817480
1724S+ZN 2cicli,19.63293934519431,2021-12-08,2021-12-27 15:11:25.959424787
1724S+ZN 2cicli,14.363221181602112,2021-03-17,2021-03-31 08:43:02.310090421
1724S+ZN 2cicli,16.34702690671164,2021-07-07,2021-07-23 08:19:43.124739882
1724S+ZN 2cicli,19.413402721287515,2021-02-09,2021-02-28 09:55:17.995119240
1724S+ZN 2cicli,4.727255199189563,2021-07-29,2021-08-02 17:27:14.849209981
1724S+ZN 2cicli,25.041589040739545,2021-05-19,2021-06-13 00:59:53.293119892
1724S+ZN 2cicli,5.842699532102055,2021-03-06,2021-03-11 20:13:29.239573621
1724S+ZN 2cicli,16.620495367998437,2021-04-07,2021-04-23 14:53:30.799795061
1724S+ZN 2cicli,15.146354770274398,2021-03-12,2021-03-27 03:30:45.052151708
1724S+ZN 2cicli,7.985200771224091,2021-08-27,2021-09-03 23:38:41.346633762
1724S+ZN 2cicli,23.236147557969247,2021-05-17,2021-06-09 05:40:03.149008538
1724S+ZN 2cicli,18.38361641486074,2021-08-23,2021-09-10 09:12:24.458243964
1724S+ZN 2cicli,14.642169217592706,2021-01-09,2021-01-23 15:24:43.420400009
1724S+ZN 2cicli,5.534579559762237,2021-07-09,2021-07-14 12:49:47.673963454
1724S+ZN 2cicli,7.090295711518892,2021-07-29,2021-08-05 02:10:01.549475232
1724S+ZN 2cicli,15.08943551059416,2021-07-23,2021-08-07 02:08:47.228115338
1724S+ZN 2cicli,8.907709098078987,2021-08-17,2021-08-25 21:47:06.066074025
1724S+ZN 2cicli,7.6004404850522755,2021-07-08,2021-07-15 14:24:38.057908518
1724S+ZN 2cicli,19.040462897583584,2021-04-13,2021-05-02 00:58:15.994351223
1724S+ZN 2cicli,10.310744819885484,2021-07-28,2021-08-07 07:27:28.352438107
1724S+ZN 2cicli,0.7406257401782081,2021-02-14,2021-02-14 17:46:30.063951396
1724S+ZN 2cicli,7.078444905124411,2021-03-29,2021-04-05 01:52:57.639802748
1724S+ZN 2cicli,15.382544598778628,2021-05-16,2021-05-31 09:10:51.853334471
1724S+ZN 2cicli,11.255300140413627,2021-07-07,2021-07-18 06:07:37.932131735
1724S+ZN 2cicli,5.169773506471091,2021-08-11,2021-08-16 04:04:28.430959103
1724S+ZN 2cicli,9.392410546928062,2021-01-10,2021-01-19 09:25:04.271254587
1724S+ZN 2cicli,9.127592666567999,2021-01-19,2021-01-28 03:03:44.006391475
1724S+ZN 2cicli,22.445023990264204,2021-08-07,2021-08-29 10:40:50.072758826
1724S+ZN 2cicli,17.96286798272542,2021-03-03,2021-03-20 23:06:31.793707474
1724S+ZN 2cicli,5.503921756251792,2021-07-06,2021-07-11 12:05:38.839740155
1724S+ZN 2cicli,16.364950439436694,2021-12-27,2022-01-12 08:45:31.717967330
1724S+ZN 2cicli,16.74146677221005,2021-07-11,2021-07-27 17:47:42.729118944
1724S+ZN 2cicli,16.549238816065543,2021-04-08,2021-04-24 13:10:54.233708059
1724S+ZN 2cicli,1.1281772134619852,2021-10-13,2021-10-14 03:04:34.511243116
1724S+ZN 2cicli,15.918729726553805,2021-05-14,2021-05-29 22:02:58.248374248
1724S+ZN 2cicli,9.70214109374855,2021-08-24,2021-09-02 16:51:04.990499870
1724S+ZN 2cicli,14.525126300523116,2021-02-01,2021-02-15 12:36:10.912365195
1724S+ZN 2cicli,21.965735691682855,2021-01-04,2021-01-25 23:10:39.563761402
1724S+ZN 2cicli,7.27927486309361,2021-06-08,2021-06-15 06:42:09.348171287
1724S+ZN 2cicli,13.062003523784034,2021-06-22,2021-07-05 01:29:17.104454937
1724S+ZN 2cicli,15.001215721770862,2021-08-16,2021-08-31 00:01:45.038361005
1724S+ZN 2cicli,7.481562242879347,2021-02-04,2021-02-11 11:33:26.977784771
1724S+ZN 2cicli,7.280592827584243,2021-03-14,2021-03-21 06:44:03.220303274
1724S+ZN 2cicli,14.440187310460155,2021-05-08,2021-05-22 10:33:52.183623761
1724S+ZN 2cicli,14.455071441669887,2021-08-27,2021-09-10 10:55:18.172560279
1724S+ZN 2cicli,2.6351558114372935,2021-06-15,2021-06-17 15:14:37.462108182
1724S+ZN 2cicli,7.858367276336136,2021-07-07,2021-07-14 20:36:02.932675439
1724S+ZN 2cicli,0.6257463804717583,2021-02-09,2021-02-09 15:01:04.487272763
1724S+ZN 2cicli,32.54671573616327,2021-12-06,2022-01-07 13:07:16.239604509
1724S+ZN 2cicli,19.235522873252208,2021-04-18,2021-05-07 05:39:09.176248990
1724S+ZN 2cicli,9.514009672061958,2021-10-13,2021-10-22 12:20:10.435666156
1724S+ZN 2cicli,10.190750715799645,2021-11-15,2021-11-25 04:34:40.861845085
1724S+ZN 2cicli,15.340108939733994,2021-12-16,2021-12-31 08:09:45.412393017
1724S+ZN 2cicli,2.796352361699813,2021-01-30,2021-02-01 19:06:44.844050862
1724S+ZN 2cicli,12.538420249664352,2021-11-26,2021-12-08 12:55:19.509571004
1724S+ZN 2cicli,1.4390752801427933,2021-04-02,2021-04-03 10:32:16.104204337
1724S+ZN 2cicli,7.227560192024266,2021-09-03,2021-09-10 05:27:41.200590899
1724S+ZN 2cicli,20.283520148727458,2021-08-17,2021-09-06 06:48:16.140850055
1724S+ZN 2cicli,10.860296389029694,2021-10-25,2021-11-04 20:38:49.608012166
1724S+ZN 2cicli,14.255315750654367,2021-04-16,2021-04-30 06:07:39.280856540
1724S+ZN 2cicli,20.788109257291964,2021-02-23,2021-03-15 18:54:52.639830028
1724S+ZN 2cicli,0.4993852161921911,2021-05-02,2021-05-02 11:59:06.882679006
1724S+ZN 2cicli,23.480414688883474,2021-05-04,2021-05-27 11:31:47.829119534
1724S+ZN 2cicli,8.834585652581627,2021-11-03,2021-11-11 20:01:48.200383050
1724S+ZN 2cicli,8.860775701681868,2021-09-29,2021-10-07 20:39:31.020625316
1724S+ZN 2cicli,9.964097212062295,2021-04-24,2021-05-03 23:08:17.999122182
1724S+ZN 2cicli,19.898260205790454,2021-09-18,2021-10-07 21:33:29.681780299
1724S+ZN 2cicli,10.746369480796178,2021-04-26,2021-05-06 17:54:46.323140791
1724S+ZN 2cicli,10.830696496634616,2021-12-25,2022-01-04 19:56:12.177309229
1724S+ZN 2cicli,19.364387729862692,2021-03-21,2021-04-09 08:44:43.099860137
1724S+ZN 2cicli,5.891069220559556,2021-04-19,2021-04-24 21:23:08.380656349
1724S+ZN 2cicli,11.01035261081665,2021-08-25,2021-09-05 00:14:54.465574554
1724S+ZN 2cicli,2.0171803165381568,2021-06-20,2021-06-22 00:24:44.379348900
1724S+ZN 2cicli,11.890176312125465,2021-09-19,2021-09-30 21:21:51.233367643
1724S+ZN 2cicli,17.898072031961192,2021-12-16,2022-01-02 21:33:13.423561447
1724S+ZN 2cicli,2.710159048107866,2021-05-12,2021-05-14 17:02:37.741756522
1724S+ZN 2cicli,12.499747930520552,2021-12-16,2021-12-28 11:59:38.221196979
1724S+ZN 2cicli,14.598342658859305,2021-08-27,2021-09-10 14:21:36.805725443
1724S+ZN 2cicli,7.696126423936972,2021-04-14,2021-04-21 16:42:25.323028156
1724S+ZN 2cicli,16.526726957588927,2021-05-18,2021-06-03 12:38:29.209135680
1724S+ZN 2cicli,11.903322633736629,2021-10-13,2021-10-24 21:40:47.075554842
1724S+ZN 2cicli,23.99999357986551,2021-07-25,2021-08-17 23:59:59.445300379
1724S+ZN 2cicli,9.842993462676882,2021-02-07,2021-02-16 20:13:54.635175284
1724S+ZN 2cicli,16.109215812677636,2021-04-20,2021-05-06 02:37:16.246215344
1724S+ZN 2cicli,7.145564620179552,2021-01-03,2021-01-10 03:29:36.783183517
1724S+ZN 2cicli,15.440910715196727,2021-12-06,2021-12-21 10:34:54.685792994
1724s+z,10.0,2021-08-01,2021-08-11 00:00:00.000000000
1724s+z,10.0,2021-08-16,2021-08-26 00:00:00.000000000
1724s+z,10.0,2021-06-12,2021-06-22 00:00:00.000000000
1724s+z,10.0,2021-10-08,2021-10-18 00:00:00.000000000
1724s+z,10.0,2021-01-14,2021-01-24 00:00:00.000000000
1724s+z,10.0,2021-01-23,2021-02-02 00:00:00.000000000
1724s+z,10.0,2021-01-30,2021-02-09 00:00:00.000000000
1724s+z,10.0,2021-06-11,2021-06-21 00:00:00.000000000
1724s+z,10.0,2021-03-15,2021-03-25 00:00:00.000000000
1724s+z,10.0,2021-07-31,2021-08-10 00:00:00.000000000
1724s+z,10.0,2021-09-27,2021-10-07 00:00:00.000000000
1724s+z,10.0,2021-09-03,2021-09-13 00:00:00.000000000
1724s+z,10.0,2021-01-30,2021-02-09 00:00:00.000000000
1724s+z,10.0,2021-02-24,2021-03-06 00:00:00.000000000
1724s+z,10.0,2021-09-01,2021-09-11 00:00:00.000000000
1724s+z,10.0,2021-06-12,2021-06-22 00:00:00.000000000
1724s+z,10.0,2021-11-04,2021-11-14 00:00:00.000000000
1724s+z,10.0,2021-02-21,2021-03-03 00:00:00.000000000
1724s+z,10.0,2021-10-12,2021-10-22 00:00:00.000000000
1724s+z,10.0,2021-05-04,2021-05-14 00:00:00.000000000
1724s+z,10.0,2021-03-24,2021-04-03 00:00:00.000000000
1724s+z,10.0,2021-06-05,2021-06-15 00:00:00.000000000
1724s+z,10.0,2021-01-01,2021-01-11 00:00:00.000000000
1724s+z,10.0,2021-04-03,2021-04-13 00:00:00.000000000
1724s+z,10.0,2021-05-29,2021-06-08 00:00:00.000000000
1724s+z,10.0,2021-09-23,2021-10-03 00:00:00.000000000
1724s+z,10.0,2021-09-19,2021-09-29 00:00:00.000000000
1724s+z,10.0,2021-06-05,2021-06-15 00:00:00.000000000
1724s+z,10.0,2021-09-21,2021-10-01 00:00:00.000000000
1724s+z,10.0,2021-11-19,2021-11-29 00:00:00.000000000
1724s+z,10.0,2021-06-27,2021-07-07 00:00:00.000000000
1724s+z,10.0,2021-10-07,2021-10-17 00:00:00.000000000
1724s+z,10.0,2021-02-11,2021-02-21 00:00:00.000000000
1724s+z,10.0,2021-12-26,2022-01-05 00:00:00.000000000
1724s+z,10.0,2021-06-10,2021-06-20 00:00:00.000000000
1724s+z,10.0,2021-03-28,2021-04-07 00:00:00.000000000
1724s+z,10.0,2021-01-04,2021-01-14 00:00:00.000000000
1724s+z,10.0,2021-04-29,2021-05-09 00:00:00.000000000
1724s+z,10.0,2021-07-07,2021-07-17 00:00:00.000000000
1724s+z,10.0,2021-07-16,2021-07-26 00:00:00.000000000
1724s+z,10.0,2021-05-07,2021-05-17 00:00:00.000000000
1724s+z,10.0,2021-02-06,2021-02-16 00:00:00.000000000
1724s+z,10.0,2021-01-08,2021-01-18 00:00:00.000000000
1724s+z,10.0,2021-12-17,2021-12-27 00:00:00.000000000
1724s+z,10.0,2021-02-14,2021-02-24 00:00:00.000000000
1724s+z,10.0,2021-06-23,2021-07-03 00:00:00.000000000
1724s+z,10.0,2021-01-01,2021-01-11 00:00:00.000000000
1724s+z,10.0,2021-10-04,2021-10-14 00:00:00.000000000
1724s+z,10.0,2021-02-03,2021-02-13 00:00:00.000000000
1724s+z,10.0,2021-03-12,2021-03-22 00:00:00.000000000
1724s+z,10.0,2021-08-08,2021-08-18 00:00:00.000000000
1724s+z,10.0,2021-05-20,2021-05-30 00:00:00.000000000
1724s+z,10.0,2021-08-18,2021-08-28 00:00:00.000000000
1724s+z,10.0,2021-05-10,2021-05-20 00:00:00.000000000
1724s+z,10.0,2021-08-30,2021-09-09 00:00:00.000000000
1724s+z,10.0,2021-03-16,2021-03-26 00:00:00.000000000
1724s+z,10.0,2021-09-10,2021-09-20 00:00:00.000000000
1724s+z,10.0,2021-05-07,2021-05-17 00:00:00.000000000
1724s+z,10.0,2021-09-07,2021-09-17 00:00:00.000000000
1724s+z,10.0,2021-06-16,2021-06-26 00:00:00.000000000
1724s+z,10.0,2021-04-09,2021-04-19 00:00:00.000000000
1724s+z,10.0,2021-04-25,2021-05-05 00:00:00.000000000
1724s+z,10.0,2021-03-26,2021-04-05 00:00:00.000000000
1724s+z,10.0,2021-08-27,2021-09-06 00:00:00.000000000
1724s+z,10.0,2021-12-26,2022-01-05 00:00:00.000000000
1724s+z,10.0,2021-11-30,2021-12-10 00:00:00.000000000
1724s+z,10.0,2021-10-24,2021-11-03 00:00:00.000000000
1724s+z,10.0,2021-02-23,2021-03-05 00:00:00.000000000
1724s+z,10.0,2021-03-31,2021-04-10 00:00:00.000000000
1724s+z,10.0,2021-07-17,2021-07-27 00:00:00.000000000
1724s+z,10.0,2021-03-13,2021-03-23 00:00:00.000000000
1724s+z,10.0,2021-05-27,2021-06-06 00:00:00.000000000
1724s+z,10.0,2021-01-28,2021-02-07 00:00:00.000000000
1724s+z,10.0,2021-07-03,2021-07-13 00:00:00.000000000
1724s+z,10.0,2021-10-22,2021-11-01 00:00:00.000000000
1724s+z,10.0,2021-12-28,2022-01-07 00:00:00.000000000
1724s+z,10.0,2021-09-28,2021-10-08 00:00:00.000000000
